Well,Chl:630,Chl:663,Chl:750
A1,0.094,0.102,0.081
B1,0.038,0.038,0.037
C1,0.031,0.031,0.031
D1,0.035,0.035,0.035
E1,0.041,0.041,0.041
F1,0.057,0.058,0.056
G1,0.035,0.035,0.035
H1,0.036,0.036,0.036
A2,0.106,0.117,0.092
B2,0.037,0.037,0.037
C2,0.036,0.036,0.036
D2,0.033,0.033,0.033
E2,0.033,0.033,0.033
F2,0.041,0.041,0.041
G2,0.035,0.035,0.034
H2,0.036,0.036,0.037
A3,0.101,0.102,0.077
B3,0.032,0.032,0.032
C3,0.035,0.036,0.038
D3,0.038,0.037,0.036
E3,0.031,0.031,0.031
F3,0.044,0.044,0.044
G3,0.03,0.03,0.03
H3,0.039,0.039,0.038
A4,0.176,0.206,0.158
B4,0.032,0.032,0.032
C4,0.037,0.038,0.037
D4,0.042,0.042,0.042
E4,0.036,0.036,0.036
F4,0.043,0.042,0.042
G4,0.051,0.053,0.055
H4,0.029,0.029,0.029
A5,0.134,0.166,0.116
B5,0.03,0.03,0.03
C5,0.03,0.03,0.03
D5,0.031,0.031,0.03
E5,0.03,0.031,0.03
F5,0.034,0.034,0.034
G5,0.034,0.034,0.033
H5,0.031,0.031,0.031
A6,0.138,0.171,0.121
B6,0.033,0.033,0.033
C6,0.032,0.033,0.034
D6,0.035,0.035,0.034
E6,0.037,0.037,0.037
F6,0.033,0.033,0.033
G6,0.03,0.03,0.03
H6,0.03,0.03,0.03
A7,0.122,0.132,0.113
B7,0.034,0.034,0.034
C7,0.037,0.037,0.038
D7,0.032,0.032,0.032
E7,0.071,0.072,0.072
F7,0.053,0.053,0.052
G7,0.034,0.034,0.034
H7,0.031,0.031,0.031
A8,0.087,0.097,0.079
B8,0.037,0.037,0.037
C8,0.035,0.035,0.035
D8,0.035,0.036,0.035
E8,0.031,0.031,0.031
F8,0.035,0.035,0.035
G8,0.031,0.031,0.031
H8,0.036,0.036,0.035
A9,0.081,0.092,0.073
B9,0.028,0.028,0.028
C9,0.04,0.04,0.04
D9,0.033,0.032,0.032
E9,0.03,0.03,0.03
F9,0.035,0.035,0.035
G9,0.03,0.03,0.03
H9,0.036,0.036,0.036
A10,0.108,0.117,0.1
B10,0.032,0.032,0.032
C10,0.031,0.031,0.03
D10,0.029,0.03,0.029
E10,0.03,0.031,0.031
F10,0.035,0.035,0.035
G10,0.034,0.033,0.033
H10,0.04,0.041,0.04
A11,0.094,0.101,0.083
B11,0.031,0.031,0.031
C11,0.044,0.045,0.043
D11,0.05,0.051,0.051
E11,0.052,0.051,0.05
F11,0.033,0.033,0.033
G11,0.03,0.03,0.03
H11,0.038,0.038,0.038
A12,0.095,0.103,0.085
B12,0.034,0.034,0.034
C12,0.038,0.038,0.038
D12,0.037,0.037,0.037
E12,0.03,0.03,0.029
F12,0.034,0.034,0.034
G12,0.059,0.063,0.066
H12,0.056,0.056,0.055
