Well,Chl:630,Chl:663,Chl:750
A1,0.168,0.178,0.153
B1,0.035,0.034,0.033
C1,0.031,0.031,0.031
D1,0.041,0.041,0.04
E1,0.042,0.042,0.042
F1,0.057,0.057,0.056
G1,0.034,0.034,0.034
H1,0.037,0.037,0.037
A2,0.232,0.241,0.213
B2,0.037,0.037,0.037
C2,0.033,0.032,0.033
D2,0.033,0.033,0.033
E2,0.035,0.035,0.035
F2,0.042,0.041,0.041
G2,0.035,0.035,0.035
H2,0.036,0.036,0.036
A3,0.135,0.139,0.115
B3,0.032,0.032,0.032
C3,0.033,0.033,0.033
D3,0.04,0.039,0.039
E3,0.041,0.041,0.04
F3,0.044,0.044,0.044
G3,0.031,0.031,0.031
H3,0.039,0.039,0.038
A4,0.132,0.16,0.115
B4,0.032,0.032,0.032
C4,0.037,0.038,0.039
D4,0.042,0.042,0.042
E4,0.038,0.038,0.038
F4,0.042,0.042,0.042
G4,0.046,0.046,0.046
H4,0.041,0.032,0.031
A5,0.131,0.165,0.114
B5,0.032,0.032,0.032
C5,0.031,0.031,0.031
D5,0.03,0.031,0.031
E5,0.032,0.032,0.032
F5,0.034,0.035,0.034
G5,0.034,0.033,0.033
H5,0.031,0.031,0.031
A6,0.141,0.171,0.122
B6,0.033,0.033,0.033
C6,0.033,0.034,0.033
D6,0.035,0.036,0.036
E6,0.038,0.038,0.038
F6,0.038,0.038,0.037
G6,0.03,0.03,0.03
H6,0.033,0.034,0.033
A7,0.111,0.122,0.1
B7,0.033,0.033,0.033
C7,0.034,0.034,0.034
D7,0.033,0.033,0.033
E7,0.056,0.056,0.055
F7,0.039,0.038,0.038
G7,0.033,0.033,0.033
H7,0.032,0.032,0.032
A8,0.152,0.166,0.138
B8,0.03,0.03,0.03
C8,0.035,0.035,0.035
D8,0.031,0.031,0.031
E8,0.031,0.031,0.031
F8,0.036,0.036,0.035
G8,0.032,0.032,0.032
H8,0.036,0.036,0.036
A9,0.154,0.162,0.134
B9,0.029,0.029,0.028
C9,0.04,0.04,0.039
D9,0.033,0.034,0.033
E9,0.029,0.029,0.029
F9,0.035,0.035,0.035
G9,0.043,0.042,0.041
H9,0.036,0.036,0.036
A10,0.032,0.033,0.032
B10,0.031,0.031,0.03
C10,0.033,0.033,0.033
D10,0.029,0.029,0.029
E10,0.03,0.03,0.03
F10,0.04,0.039,0.039
G10,0.033,0.033,0.033
H10,0.039,0.04,0.039
A11,0.029,0.029,0.029
B11,0.031,0.031,0.031
C11,0.038,0.038,0.037
D11,0.036,0.036,0.035
E11,0.046,0.05,0.051
F11,0.034,0.033,0.033
G11,0.03,0.03,0.03
H11,0.038,0.038,0.039
A12,0.035,0.035,0.034
B12,0.036,0.035,0.035
C12,0.038,0.038,0.038
D12,0.037,0.038,0.037
E12,0.028,0.028,0.028
F12,0.034,0.034,0.034
G12,0.053,0.053,0.052
H12,0.061,0.061,0.06
