Well,Chl:630,Chl:663,Chl:750
A1,0.301,0.425,0.251
B1,0.05,0.049,0.048
C1,0.053,0.053,0.052
D1,0.038,0.038,0.037
E1,0.044,0.044,0.044
F1,0.059,0.058,0.057
G1,0.035,0.035,0.035
H1,0.034,0.034,0.033
A2,0.325,0.454,0.272
B2,0.046,0.046,0.046
C2,0.039,0.039,0.039
D2,0.04,0.041,0.04
E2,0.035,0.035,0.035
F2,0.039,0.039,0.039
G2,0.038,0.039,0.038
H2,0.037,0.037,0.036
A3,0.263,0.396,0.214
B3,0.045,0.044,0.044
C3,0.039,0.039,0.039
D3,0.043,0.043,0.043
E3,0.041,0.041,0.04
F3,0.046,0.046,0.046
G3,0.032,0.032,0.032
H3,0.039,0.039,0.039
A4,0.212,0.24,0.19
B4,0.032,0.032,0.032
C4,0.036,0.037,0.037
D4,0.063,0.063,0.063
E4,0.039,0.039,0.039
F4,0.042,0.042,0.042
G4,0.044,0.044,0.044
H4,0.036,0.037,0.037
A5,0.272,0.291,0.25
B5,0.047,0.047,0.046
C5,0.05,0.051,0.051
D5,0.086,0.085,0.083
E5,0.043,0.043,0.042
F5,0.049,0.049,0.048
G5,0.036,0.037,0.036
H5,0.033,0.033,0.033
A6,0.223,0.246,0.204
B6,0.038,0.038,0.038
C6,0.063,0.062,0.061
D6,0.053,0.052,0.052
E6,0.049,0.049,0.049
F6,0.039,0.039,0.038
G6,0.035,0.035,0.035
H6,0.031,0.032,0.031
A7,0.203,0.267,0.177
B7,0.035,0.035,0.034
C7,0.058,0.057,0.056
D7,0.037,0.037,0.037
E7,0.044,0.044,0.044
F7,0.05,0.05,0.049
G7,0.043,0.043,0.043
H7,0.032,0.032,0.032
A8,0.201,0.268,0.174
B8,0.037,0.037,0.037
C8,0.042,0.043,0.042
D8,0.035,0.035,0.035
E8,0.042,0.042,0.042
F8,0.052,0.052,0.051
G8,0.035,0.035,0.035
H8,0.035,0.035,0.035
A9,0.237,0.302,0.208
B9,0.032,0.033,0.032
C9,0.041,0.041,0.04
D9,0.061,0.061,0.061
E9,0.041,0.041,0.041
F9,0.039,0.039,0.038
G9,0.029,0.03,0.03
H9,0.04,0.04,0.04
A10,0.1,0.111,0.088
B10,0.035,0.035,0.035
C10,0.036,0.037,0.037
D10,0.044,0.045,0.044
E10,0.036,0.037,0.037
F10,0.039,0.039,0.039
G10,0.034,0.034,0.033
H10,0.043,0.043,0.043
A11,0.208,0.212,0.179
B11,0.042,0.042,0.041
C11,0.061,0.063,0.063
D11,0.042,0.042,0.041
E11,0.05,0.05,0.049
F11,0.048,0.048,0.048
G11,0.034,0.034,0.034
H11,0.035,0.035,0.035
A12,0.127,0.139,0.114
B12,0.036,0.036,0.036
C12,0.046,0.046,0.046
D12,0.049,0.049,0.048
E12,0.037,0.037,0.037
F12,0.035,0.035,0.035
G12,0.05,0.05,0.049
H12,0.048,0.048,0.047
